0,2,2,2
1,2,2,2
2,2,2,2
3,2,2,2
4,2,2,2
5,2,2,2
6,2,2,2
7,2,2,2
8,2,2,2
9,2,2,2
10,2,2,2
11,2,2,2
12,2,2,2
13,2,2,2
14,2,2,2
15,2,2,2
16,2,2,2
17,2,2,2
18,2,2,2
19,2,2,2
20,2,2,2
21,2,2,2
22,2,2,2
23,2,2,2
24,2,2,2
25,2,2,2
26,2,2,2
27,2,2,2
28,2,2,2
29,2,2,2
30,2,2,2
31,2,2,2
32,2,2,2
33,2,2,2
34,2,2,2
35,2,2,2
36,2,2,2
37,2,2,2
38,2,2,2
39,2,2,2
40,2,2,2
41,2,2,2
42,2,2,2
43,2,2,2
44,2,2,2
45,2,2,2
46,2,2,2
47,2,2,2
48,2,2,2
49,2,2,2
50,2,2,2
51,2,2,2
52,2,2,2
53,2,2,2
54,2,2,2
55,2,2,2
56,2,2,2
57,2,2,2
58,2,2,2
59,2,2,2
60,2,2,2
61,2,2,2
62,2,2,2
63,2,2,2
64,2,2,2
65,2,2,2
66,2,2,2
67,2,2,2
68,2,2,2
69,2,2,2
70,2,2,2
71,2,2,2
72,2,2,2
73,2,2,2
74,2,2,2
75,2,2,2
76,2,2,2
77,2,2,2
78,2,2,2
79,2,2,2
80,2,2,2
81,2,2,2
82,2,2,2
83,2,2,2
84,2,2,2
85,2,2,2
86,2,2,2
87,2,2,2
88,2,2,2
89,2,2,2
90,2,2,2
91,2,2,2
92,2,2,2
93,2,2,2
94,2,2,2
95,2,2,2
96,2,2,2
97,2,2,2
98,2,2,2
99,2,2,2
100,2,0,2
101,2,0,2
102,2,0,2
103,2,0,2
104,2,0,2
105,1.99999,0,2
106,2.00001,0,2
107,2,0,2
108,1.99995,0,2
109,2.00012,0,2
110,1.99999,0,2
111,1.99946,0,2
112,2.00128,0,2
113,1.99969,0,2
114,1.99462,0,2
115,2.01366,0,2
116,1.99432,0,2
117,1.94548,0,2
118,2.13326,0,2
119,1.78535,0,2
120,0.132742,0,0
121,7.58102e-05,0,0
122,7.26352e-12,0,0
123,6.76538e-27,0,0
124,5.67769e-59,0,0
125,4.93525e-128,0,0
126,1.51144e-277,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
